restaurant_id,name,country,city,cuisine,latitude,longitude
1292,Outpost,Switzerland,Zurich,,47.3842,8.574152
1293,Zoo Caffé & Ristorante,Switzerland,Zurich,italian;pizza,47.384397,8.575184
1294,La Trattoria Blumenau,Switzerland,Zurich,italian,47.349034,8.563195
1295,Burgwies,Switzerland,Zurich,regional,47.357827,8.572418
1296,Antiquaria da marco,Switzerland,Zurich,,47.36085,8.566561
1297,Marcellino Pane e Vino,Switzerland,Zurich,italian,47.360223,8.565552
1298,Royal Panda,Switzerland,Zurich,chinese,47.364332,8.554574
1299,Restaurant Schipfe 16,Switzerland,Zurich,,47.373118,8.54179
1300,Brasserie Lipp,Switzerland,Zurich,french,47.374375,8.539467
1301,Lotti,Switzerland,Zurich,,47.375174,8.539712
1302,Silk,Switzerland,Zurich,,47.364341,8.547093
1303,Trinity,Switzerland,Zurich,,47.36768,8.537287
1304,Cheti's Curry,Switzerland,Zurich,indian,47.365049,8.548664
1305,Dupont Brasserie & Bar,Switzerland,Zurich,international,47.376186,8.541341
1306,Sala of Tokyo,Switzerland,Zurich,japanese,47.376182,8.540213
1307,Santa Lucia,Switzerland,Zurich,pizza;italian,47.372206,8.543744
1308,Walliser Kanne,Switzerland,Zurich,regional,47.376697,8.538837
1309,SAM'S Pizza Land,Switzerland,Zurich,american,47.376027,8.538483
1310,Schützengasse,Switzerland,Zurich,,47.377131,8.537525
1311,Astra,Switzerland,Zurich,greek,47.374393,8.535549
1312,Pizza Bros,Switzerland,Zurich,pizza,47.409774,8.537357
1313,Glogge-Egge,Switzerland,Zurich,,47.372906,8.536686
1314,James Joyce,Switzerland,Zurich,international,47.372204,8.537178
1315,Aurora,Switzerland,Zurich,,47.373204,8.537982
1316,Café Zähringer,Switzerland,Zurich,regional,47.3736,8.544795
1317,Il Tartufo,Switzerland,Zurich,,47.360198,8.533395
1318,L'Altro,Switzerland,Zurich,italian,47.360065,8.534079
1319,Sternen Da Guido,Switzerland,Zurich,italian;pizza,47.359705,8.531843
1320,Amara,Switzerland,Zurich,italian,47.363508,8.532308
1321,Ruen Tai,Switzerland,Zurich,thai,47.363742,8.532511
1322,La Mimosa,Switzerland,Zurich,pizza;pasta;italian,47.363515,8.5339
1323,Restaurant Belvoirpark,Switzerland,Zurich,,47.357726,8.533274
1324,Old Inn,Switzerland,Zurich,,47.365841,8.532561
1325,Fujiya of Japan,Switzerland,Zurich,,47.364335,8.53213
1326,greperey - crêpes & drinks,Switzerland,Zurich,,47.372313,8.543739
1327,Don Weber,Switzerland,Zurich,mexican,47.387861,8.52444
1328,Quartier 5 Restaurant & Bar,Switzerland,Zurich,,47.393791,8.51322
1329,Cucina,Switzerland,Zurich,italian;pizza,47.39362,8.507804
1330,OKO,Switzerland,Zurich,coffee_shop,47.372671,8.528216
1331,Primitivo,Switzerland,Zurich,,47.385114,8.536237
1332,Hang's,Switzerland,Zurich,vietnamese,47.397205,8.540876
1333,Les Halles,Switzerland,Zurich,french,47.387863,8.518645
1334,Toscano im Puls 5,Switzerland,Zurich,italian,47.390056,8.51791
1335,Fusio,Switzerland,Zurich,pizza;italian,47.414333,8.540353
1336,Die Waid,Switzerland,Zurich,,47.399962,8.515406
1337,Rebstock,Switzerland,Zurich,,47.419871,8.548016
1338,Dông Quê,Switzerland,Zurich,vietnamese,47.42025,8.54843
1339,I Cugini,Switzerland,Zurich,pizza,47.419484,8.546909
1340,Metzgerhalle,Switzerland,Zurich,regional,47.410062,8.546478
1341,Rolli's Steakhouse,Switzerland,Zurich,steak_house,47.409826,8.546421
1342,Bellucci,Switzerland,Zurich,italian,47.410939,8.546991
1343,Kobal,Switzerland,Zurich,indian,47.375669,8.524375
1344,Nikos,Switzerland,Zurich,greek,47.377552,8.498344
1345,Casa Helvetia,Switzerland,Zurich,,47.376529,8.525964
1346,Tenz Momo,Switzerland,Zurich,tibetan,47.377552,8.526297
1347,Jaime El Barco,Switzerland,Zurich,,47.414817,8.540897
1348,Kitchen & Bar by Courtyard,Switzerland,Zurich,,47.414313,8.540855
1349,Santa Lucia,Switzerland,Zurich,pizza,47.409205,8.546233
1350,Cheyenne,Switzerland,Zurich,american,47.40993,8.545706
1351,Il Salento,Switzerland,Zurich,pizza,47.379283,8.494874
1352,La Baracca,Switzerland,Zurich,italian,47.376174,8.522301
1353,Chichería Cantina,Switzerland,Zurich,peruvian,47.373982,8.522225
1354,Fribourger Stübli,Switzerland,Zurich,regional;swiss,47.375039,8.528181
1355,LILY'S,Switzerland,Zurich,asian,47.38254,8.529604
1356,Saravanaa Bhavan,Switzerland,Zurich,indian;south_indian,47.381888,8.535575
1357,FiveSpice,Switzerland,Zurich,thai,47.37583,8.516428
1358,Suan Long,Switzerland,Zurich,chinese;thai,47.374859,8.524404
1359,Yuma,Switzerland,Zurich,chinese;asian,47.374422,8.523973
1360,Le Cèdre,Switzerland,Zurich,lebanese,47.373883,8.526495
1361,Sarajevska Ćevabdžinica,Switzerland,Zurich,balkan;pizza;croatian;serbian;bosnian,47.377994,8.492623
1362,Derby,Switzerland,Zurich,pizza,47.37612,8.516335
1363,Rosi,Switzerland,Zurich,,47.376432,8.51627
1364,EquiTable,Switzerland,Zurich,,47.377861,8.521149
1365,L'Artista,Switzerland,Zurich,italian;italian_pizza,47.375093,8.517831
1366,Zur Goldige Guttere,Switzerland,Zurich,,47.374488,8.516816
1367,Miki Ramen,Switzerland,Zurich,japanese;ramen,47.375274,8.516591
1368,Masala,Switzerland,Zurich,indian,47.373019,8.528978
1369,Migros Restaurant,Switzerland,Zurich,international,47.420226,8.508576
1370,Antica Roma,Switzerland,Zurich,italian,47.370223,8.531828
1371,S-Family,Switzerland,Zurich,ethiopian,47.374375,8.517765
1372,Rheinfelder Bierhalle,Switzerland,Zurich,local,47.375908,8.544156
1373,Karl der Grosse,Switzerland,Zurich,bistro,47.369781,8.544585
1374,Restaurant Werdinsel,Switzerland,Zurich,regional,47.399358,8.489363
1375,Camino,Switzerland,Zurich,italian,47.377071,8.532729
1376,Ooki Pavillon Letzigrund,Switzerland,Zurich,japanese,47.380755,8.504059
1377,Stazione Paradiso,Switzerland,Zurich,,47.386737,8.534033
1378,SV Mensa Polyterrasse,Switzerland,Zurich,,47.376303,8.546537
1379,Clausiusbar,Switzerland,Zurich,asian,47.377256,8.547
1380,food&lab,Switzerland,Zurich,fusion,47.378314,8.548805
1381,Bernerhof,Switzerland,Zurich,,47.374599,8.532059
1382,Ristorante Italia,Switzerland,Zurich,italian,47.376373,8.529295
1383,Gonzalez,Switzerland,Zurich,spanish,47.396265,8.540288
1384,Johanniter,Switzerland,Zurich,,47.375751,8.544143
1385,Bierhalle Wolf,Switzerland,Zurich,,47.375826,8.543866
1386,Tao's,Switzerland,Zurich,,47.371451,8.540148
1387,Kropf,Switzerland,Zurich,,47.370652,8.540216
1388,Bindella,Switzerland,Zurich,italian,47.370685,8.540643
1389,Aargauerhof,Switzerland,Zurich,regional;swiss,47.377367,8.526169
1390,Zunfthaus zur Schmiden,Switzerland,Zurich,,47.372183,8.543908
1391,Kantorei,Switzerland,Zurich,italian,47.372428,8.545533
1392,Beke,Switzerland,Zurich,regional,47.37486,8.515
1393,Schiwago,Switzerland,Zurich,swiss,47.372333,8.510437
1394,Treffpunkt,Switzerland,Zurich,asian,47.370498,8.509914
1395,Gotthard,Switzerland,Zurich,,47.376913,8.525836
1396,Yu-An,Switzerland,Zurich,japanese,47.372601,8.527387
1397,Ristorante Bar Certo,Switzerland,Zurich,italian,47.372245,8.528974
1398,Köchlistube,Switzerland,Zurich,regional,47.373224,8.52377
1399,Kaufleuten Restaurant,Switzerland,Zurich,,47.371632,8.536357
1400,Uncle 7,Switzerland,Zurich,chinese;cantonese,47.381874,8.533809
1401,Vulkan,Switzerland,Zurich,indian,47.381998,8.533633
1402,Restaurant B,Switzerland,Zurich,bistro_brasserie,47.377747,8.524436
1403,Santa Lucia Subito,Switzerland,Zurich,italian;pizza,47.384859,8.508447
1404,Pizzeria Corallo,Switzerland,Zurich,italian;pizza,47.38654,8.54146
1405,Kreis 6,Switzerland,Zurich,,47.386113,8.545285
1406,Chuchi am Wasser,Switzerland,Zurich,cake;coffee_shop,47.383027,8.539664
1407,Restaurant Waidhof,Switzerland,Zurich,swiss,47.424247,8.525172
1408,zum Grünen Glas,Switzerland,Zurich,,47.371533,8.545772
1409,Piadina Bar,Switzerland,Zurich,,47.37272,8.54384
1410,Haus zum Rüden,Switzerland,Zurich,,47.370857,8.543202
1411,Mère Catherine,Switzerland,Zurich,french,47.370866,8.543806
1412,Arcade Pizzeria,Switzerland,Zurich,pizza,47.371054,8.524349
1413,Weinstube 1923,Switzerland,Zurich,,47.37642,8.544126
1414,La Pasta,Switzerland,Zurich,pasta;italian,47.376013,8.544109
1415,Pizzeria Da Raffaele,Switzerland,Zurich,,47.375826,8.544127
1416,N-68,Switzerland,Zurich,,47.375666,8.544118
1417,Iberia,Switzerland,Zurich,,47.374898,8.543734
1418,Osteria Borgo,Switzerland,Zurich,,47.374659,8.543737
1419,Steakhouse Old Town,Switzerland,Zurich,steak_house,47.373697,8.543641
1420,Vallocaia,Switzerland,Zurich,italian,47.373487,8.543635
1421,Brasserie Louis,Switzerland,Zurich,,47.373,8.54386
1422,Spaghetti Factory,Switzerland,Zurich,pasta,47.372906,8.54366
1423,Trattoria Sempre,Switzerland,Zurich,italian,47.372988,8.543659
1424,Raclette Factory,Switzerland,Zurich,,47.372381,8.54393
1425,Rheinfelder Bierhaus,Switzerland,Zurich,regional,47.37213,8.543735
1426,Bodega Española,Switzerland,Zurich,spanish,47.371221,8.544161
1427,Cucina,Switzerland,Zurich,italian;pizza,47.370856,8.544541
1428,Wöschi,Switzerland,Zurich,,47.340577,8.538102
1429,Restaurant Sunneberg,Switzerland,Zurich,,47.419508,8.543927
1430,Vapiano,Switzerland,Zurich,italian,47.358483,8.522994
1431,Hong-Kong Food Paradise,Switzerland,Zurich,chinese,47.358522,8.523365
1432,LaSalle,Switzerland,Zurich,regional,47.388669,8.519117
1433,Paprika,Switzerland,Zurich,,47.378694,8.506555
1434,RestaurantBar,Switzerland,Zurich,,47.408526,8.546413
1435,Restaurant Bahnhof Wiedikon,Switzerland,Zurich,regional;swiss,47.370904,8.523364
1436,Fusion meal & coffee,Switzerland,Zurich,,47.407748,8.507858
1437,threeOfive,Switzerland,Zurich,,47.389932,8.521282
1438,LA Brea SoCal Tacos,Switzerland,Zurich,tacos;mexican,47.382198,8.531724
1439,Spicy Box,Switzerland,Zurich,indian,47.382624,8.531247
1440,cue,Switzerland,Zurich,,47.373457,8.544905
1441,Nooch Asian Kitchen,Switzerland,Zurich,asian;sushi,47.388727,8.521379
1442,Tibetasia,Switzerland,Zurich,asian;tibetan,47.384465,8.527837
1443,Anemoia,Switzerland,Zurich,italian,47.386361,8.528018
1444,Damas,Switzerland,Zurich,syrian,47.384599,8.527578
1445,Werd,Switzerland,Zurich,,47.37208,8.527024
1446,Paneolio,Switzerland,Zurich,italian,47.373159,8.52611
1447,Saigon,Switzerland,Zurich,,47.372992,8.532753
1448,Choupette,Switzerland,Zurich,french;japanese,47.363839,8.532282
1449,Eisenhof,Switzerland,Zurich,regional,47.383628,8.52873
1450,Cucina,Switzerland,Zurich,italian;pizza,47.376136,8.533846
1451,Roter Stein,Switzerland,Zurich,italian;regional,47.388573,8.48477
1452,Nordbrücke,Switzerland,Zurich,,47.39337,8.529437
1453,The Artisan,Switzerland,Zurich,international,47.393584,8.529676
1454,Chez Nhan,Switzerland,Zurich,vietnamese,47.364542,8.520783
1455,Vietnam,Switzerland,Zurich,vietnamese,47.360678,8.517954
1456,Utoburg,Switzerland,Zurich,"regional
swiss",47.361604,8.518016
1457,Fallender Brunnenhof,Switzerland,Zurich,,47.402817,8.535561
1458,Zum Weissen Rössli,Switzerland,Zurich,swiss,47.375036,8.484182
1459,Hong-Kong Food Paradise,Switzerland,Zurich,asian,47.413529,8.538789
1460,Stripped Pizza,Switzerland,Zurich,pizza,47.360252,8.552136
1461,Zum Guten Glück,Switzerland,Zurich,,47.372707,8.519818
1462,enso,Switzerland,Zurich,sushi,47.38221,8.483893
1463,Café Boy,Switzerland,Zurich,regional,47.377918,8.516018
1464,Villa Grillhaus,Switzerland,Zurich,turkish,47.396389,8.482307
1465,Drei Stuben,Switzerland,Zurich,swiss,47.383254,8.541645
1466,Pizzeria Veneziana,Switzerland,Zurich,italian,47.383118,8.541333
1467,Thai Erawan,Switzerland,Zurich,thai,47.368106,8.535807
1468,Hardhof,Switzerland,Zurich,regional,47.378165,8.510934
1469,Gambrinus,Switzerland,Zurich,regional,47.378758,8.527037
1470,AMO e lino,Switzerland,Zurich,pizza,47.384747,8.531114
1471,La Perla Del Sud,Switzerland,Zurich,italian,47.330759,8.515591
1472,Live sushi fusion restaurant,Switzerland,Zurich,japanese,47.374089,8.536128
1473,Akara‘s,Switzerland,Zurich,kebab;pizza;turkish,47.390686,8.488736
1474,Brasserie Spirgarten,Switzerland,Zurich,regional,47.387399,8.485459
1475,Restaurant Singapore,Switzerland,Zurich,asian,47.383192,8.500056
1476,Zhong Hua,Switzerland,Zurich,chinese,47.375217,8.54474
1477,Restaurant Haldenbach,Switzerland,Zurich,regional,47.379967,8.546925
1478,Ristorante Al Forno da Angelo,Switzerland,Zurich,italian,47.380574,8.548337
1479,Hot Pasta,Switzerland,Zurich,italian,47.378685,8.547952
1480,Wien Zeile,Switzerland,Zurich,austrian,47.374036,8.544474
1481,Bianchi,Switzerland,Zurich,fish,47.373527,8.543012
1482,Weinschenke,Switzerland,Zurich,,47.373401,8.543461
1483,Simon's Steakhouse,Switzerland,Zurich,steak_house,47.373383,8.543634
1484,Zum Königstuhl,Switzerland,Zurich,regional,47.372575,8.543256
1485,Madrid,Switzerland,Zurich,regional,47.373185,8.544683
1486,Bauern Schänke,Switzerland,Zurich,regional,47.372424,8.54521
1487,Restaurant Gasthof Hirschen,Switzerland,Zurich,,47.404062,8.571762
1488,Coco Grill & Bar,Switzerland,Zurich,regional,47.368952,8.538439
1489,Nagasui,Switzerland,Zurich,asian,47.370233,8.532892
1490,Angkor,Switzerland,Zurich,asian,47.390292,8.51724
1491,toscano,Switzerland,Zurich,,47.374778,8.543543
1492,friskfisk.ch,Switzerland,Zurich,,47.374567,8.543731
1493,Walliser Keller,Switzerland,Zurich,regional,47.37498,8.544511
1494,Dumpling Delights,Switzerland,Zurich,asian,47.37453,8.544782
1495,Raclette Stube,Switzerland,Zurich,,47.374762,8.544783
1496,The Bite,Switzerland,Zurich,burger,47.377312,8.52779
1497,Volkshaus,Switzerland,Zurich,,47.375577,8.527125
1498,Bossa Nova,Switzerland,Zurich,brazilian,47.377075,8.527494
1499,Brasserie Café de Paris,Switzerland,Zurich,french,47.376328,8.527878
1500,Ach'i,Switzerland,Zurich,asian,47.377044,8.528778
1501,De Roode Leeuw,Netherlands,Amsterdam,,52.373759,4.89361
1502,Turbo,Netherlands,Amsterdam,,52.360645,4.925313
1503,Meram,Netherlands,Amsterdam,turkish,52.356011,4.925595
1504,Café Maxwell,Netherlands,Amsterdam,international,52.356802,4.918653
1505,ThaiCoon,Netherlands,Amsterdam,thai,52.357137,4.917658
1506,Mojo,Netherlands,Amsterdam,,52.354793,4.928119
1507,La Vallade,Netherlands,Amsterdam,,52.354238,4.926951
1508,Café-Restaurant Dauphine,Netherlands,Amsterdam,,52.34837,4.917305
1509,En Japanese kitchen & Sake bar,Netherlands,Amsterdam,japanese,52.351127,4.88951
1510,Utage Sake Bar,Netherlands,Amsterdam,japanese,52.345194,4.908252
1511,Kong Kha,Netherlands,Amsterdam,chinese,52.345252,4.905884
1512,I Trulli,Netherlands,Amsterdam,italian,52.344566,4.90613
1513,Pizzeria San Marco,Netherlands,Amsterdam,italian,52.348134,4.890974
1514,Kong Ming,Netherlands,Amsterdam,chinese,52.34575,4.905705
1515,Papa,Netherlands,Amsterdam,,52.348235,4.904733
1516,Phukradung,Netherlands,Amsterdam,,52.351467,4.90349
1517,Frango,Netherlands,Amsterdam,,52.353259,4.90276
1518,Kam Kee,Netherlands,Amsterdam,chinese,52.35313,4.892503
1519,Vermeer,Netherlands,Amsterdam,,52.376486,4.900472
1520,Bravi Ragazzi,Netherlands,Amsterdam,,52.375954,4.896375
1521,Sweet Asia,Netherlands,Amsterdam,,52.363178,4.929061
1522,Nam Kee,Netherlands,Amsterdam,chinese;cantonese,52.372991,4.901195
1523,Song Kwae,Netherlands,Amsterdam,thai,52.371915,4.899116
1524,A Fusion,Netherlands,Amsterdam,,52.373243,4.900151
1525,Nam Kee,Netherlands,Amsterdam,chinese;cantonese,52.373701,4.90031
1526,Piccolo Mondo,Netherlands,Amsterdam,,52.374071,4.901708
1527,El Torado Grill,Netherlands,Amsterdam,argentinian;steak_house;burger,52.366691,4.894716
1528,De Jaren,Netherlands,Amsterdam,,52.36806,4.895347
1529,de Kluis,Netherlands,Amsterdam,,52.371134,4.911705
1530,The Grasshopper,Netherlands,Amsterdam,,52.375458,4.897434
1531,Java kitchen,Netherlands,Amsterdam,,52.352654,4.888917
1532,Goldcoast,Netherlands,Amsterdam,,52.311326,4.945052
1533,Café-Restaurant Amsterdam,Netherlands,Amsterdam,,52.38422,4.868214
1534,Het Dorp,Netherlands,Amsterdam,,52.3811,4.912827
1535,Cedars,Netherlands,Amsterdam,lebanese,52.351951,4.844422
1536,Harbour Club Café,Netherlands,Amsterdam,,52.342486,4.854536
1537,Il Forno,Netherlands,Amsterdam,,52.368991,4.92179
1538,De Waaghals,Netherlands,Amsterdam,,52.357149,4.88898
1539,Kikkie,Netherlands,Amsterdam,,52.378018,4.886565
1540,Bridges,Netherlands,Amsterdam,,52.370928,4.895255
1541,Indian Spices & Vibes,Netherlands,Amsterdam,indian,52.351636,4.891178
1542,Desa,Netherlands,Amsterdam,indonesian,52.35304,4.891849
1543,Pizza Taxi Da Paolo & Seba,Netherlands,Amsterdam,pizza,52.353139,4.892582
1544,Toko Talaad Thai,Netherlands,Amsterdam,thai,52.354032,4.893859
1545,Ladybird Fried Chicken,Netherlands,Amsterdam,,52.354344,4.893656
1546,Samba Kitchen,Netherlands,Amsterdam,brazilian,52.352735,4.889594
1547,Thai Deum,Netherlands,Amsterdam,thai,52.352205,4.887894
1548,Wild Sage,Netherlands,Amsterdam,greek,52.352293,4.888631
1549,Simply Fish,Netherlands,Amsterdam,seafood,52.351974,4.857738
1550,De Halve Maen,Netherlands,Amsterdam,regional,52.34114,4.793259
1551,Golden Chopsticks,Netherlands,Amsterdam,,52.371775,4.896388
1552,Eethuis Sie-Joe,Netherlands,Amsterdam,,52.3743,4.891951
1553,Hotel De Goudfazant,Netherlands,Amsterdam,,52.383763,4.93011
1554,Natraj,Netherlands,Amsterdam,indian,52.355557,4.927491
1555,Fuku Ramen,Netherlands,Amsterdam,ramen,52.355223,4.925772
1556,Rosarium,Netherlands,Amsterdam,,52.331865,4.891596
1557,La Margarita,Netherlands,Amsterdam,mexican,52.369272,4.893072
1558,La Favola,Netherlands,Amsterdam,italian,52.3512,4.85707
1559,Cafe Maurits,Netherlands,Amsterdam,international,52.350892,4.850327
1560,Dizinghof,Netherlands,Amsterdam,grill,52.351767,4.848644
1561,Lokaal van de Stad,Netherlands,Amsterdam,regional,52.351708,4.846161
1562,Perla di Roma,Netherlands,Amsterdam,italian,52.358442,4.82768
1563,Roos Steakhouse,Netherlands,Amsterdam,steak_house,52.358517,4.826836
1564,Du Maroc,Netherlands,Amsterdam,grill;moroccan,52.359145,4.826292
1565,Het Rijk van de Keizer,Netherlands,Amsterdam,,52.383307,4.779963
1566,de Veranda,Netherlands,Amsterdam,,52.33077,4.856948
1567,Betty's,Netherlands,Amsterdam,,52.345547,4.905774
1568,Happy Corner,Netherlands,Amsterdam,chinese,52.36624,4.911816
1569,Agora,Netherlands,Amsterdam,,52.36356,4.911176
1570,La Place,Netherlands,Amsterdam,,52.367643,4.892413
1571,Pasouk,Netherlands,Amsterdam,thai,52.393762,4.913825
1572,Vatten Ramen,Netherlands,Amsterdam,ramen,52.366027,4.911618
1573,Jinso,Netherlands,Amsterdam,chinese,52.312738,4.944758
1574,Pancakes Amsterdam,Netherlands,Amsterdam,pancakes,52.374863,4.883856
1575,Soenda Kelapa,Netherlands,Amsterdam,indonesian,52.363005,4.898767
1576,Kramer,Netherlands,Amsterdam,asian,52.365447,4.892658
1577,Jasmine,Netherlands,Amsterdam,thai,52.373536,4.900308
1578,Bollywood Indian Restaurant,Netherlands,Amsterdam,indian,52.363969,4.884403
1579,Puri Mas Indonesisch Restaurant,Netherlands,Amsterdam,indonesian,52.364104,4.884538
1580,Tashi Deleg,Netherlands,Amsterdam,tibetan;indonesian,52.363491,4.898557
1581,Wissenkerke-Sloterdijk,Netherlands,Amsterdam,,52.387119,4.835454
1582,Bir Tat,Netherlands,Amsterdam,shoarma,52.378632,4.848317
1583,Brasserie Keyzer,Netherlands,Amsterdam,,52.356813,4.879209
1584,Het Schoolhuis,Netherlands,Amsterdam,,52.413268,5.025821
1585,Small Talk,Netherlands,Amsterdam,,52.357976,4.878408
1586,La Madonnina,Netherlands,Amsterdam,italian,52.365848,4.895502
1587,Bunga Mawar,Netherlands,Amsterdam,indonesian,52.375385,4.901161
1588,De Portugees,Netherlands,Amsterdam,portuguese,52.375446,4.901136
1589,Pancakes Amsterdam,Netherlands,Amsterdam,pancake,52.370471,4.883235
1590,Bella Vita,Netherlands,Amsterdam,italian,52.3816,4.822079
1591,The Pancake Bakery,Netherlands,Amsterdam,pancake,52.377589,4.886264
1592,Lunch & Dinner,Netherlands,Amsterdam,,52.374329,4.891589
1593,Seafood Grill,Netherlands,Amsterdam,,52.374415,4.89166
1594,ISSHIN,Netherlands,Amsterdam,japanese,52.357048,4.888642
1595,Petit Caron,Netherlands,Amsterdam,french,52.357777,4.888766
1596,Otaru,Netherlands,Amsterdam,japanese,52.358398,4.888863
1597,Sama Sebo,Netherlands,Amsterdam,indonesian,52.360676,4.883141
1598,Maxies,Netherlands,Amsterdam,,52.360087,4.879762
1599,One Dim Sum,Netherlands,Amsterdam,,52.362287,4.874245
1600,Hard Rock Cafe,Netherlands,Amsterdam,american,52.362187,4.883308
1601,Hosokawa,Netherlands,Amsterdam,japanese,52.36292,4.88275
1602,Wagamama,Netherlands,Amsterdam,asian,52.362508,4.883154
1603,Maximus Steak House,Netherlands,Amsterdam,,52.362294,4.883473
1604,De Balie,Netherlands,Amsterdam,,52.36312,4.883101
1605,Anmol,Netherlands,Amsterdam,indian,52.36223,4.875919
1606,de Joffers,Netherlands,Amsterdam,,52.355854,4.871004
1607,Van Dam,Netherlands,Amsterdam,,52.355673,4.870764
1608,Miss Saigon,Netherlands,Amsterdam,chinese,52.365985,4.872835
1609,De Ysbreeker,Netherlands,Amsterdam,,52.357488,4.906887
1610,Pizza Project,Netherlands,Amsterdam,pizza,52.360962,4.861164
1611,Number 1,Netherlands,Amsterdam,pizza,52.391014,4.910723
1612,De Haven van Texel,Netherlands,Amsterdam,,52.375789,4.900279
1613,Trees,Netherlands,Amsterdam,,52.375833,4.900454
1614,Kam Yin,Netherlands,Amsterdam,,52.376236,4.899454
1615,Eenvistweevis,Netherlands,Amsterdam,,52.370818,4.911711
1616,Ibericus Amsterdam,Netherlands,Amsterdam,spanish,52.380516,4.890864
1617,Tom Yum Kung,Netherlands,Amsterdam,thai,52.369015,4.921709
1618,La Oliva Pintxos y Vinos,Netherlands,Amsterdam,spanish,52.376696,4.882239
1619,Two Chefs Bar,Netherlands,Amsterdam,,52.374348,4.873043
1620,San Lok,Netherlands,Amsterdam,chinese,52.353162,4.826975
1621,Suvarnadhum,Netherlands,Amsterdam,thai,52.354034,4.827028
1622,Porto Marina,Netherlands,Amsterdam,seafood,52.356403,4.826851
1623,Brasserie De Houten Vier,Netherlands,Amsterdam,,52.286469,4.960156
1624,Nyonya,Netherlands,Amsterdam,malaysian,52.371321,4.898623
1625,Café Cook,Netherlands,Amsterdam,,52.371251,4.852637
1626,The Red Sun,Netherlands,Amsterdam,,52.34607,4.866237
1627,Spaghetteria,Netherlands,Amsterdam,italian,52.346135,4.866898
1628,Café Luxembourg,Netherlands,Amsterdam,dutch,52.368661,4.888703
1629,Ponte Arcari,Netherlands,Amsterdam,,52.364571,4.896189
1630,De Belhamel,Netherlands,Amsterdam,regional,52.379447,4.892137
1631,Neva,Netherlands,Amsterdam,,52.365432,4.903308
1632,Golden Garden,Netherlands,Amsterdam,chinese,52.349864,4.839751
1633,Oleg Pelmeni Bar,Netherlands,Amsterdam,russian,52.363695,4.910568
1634,Jen's Bing,Netherlands,Amsterdam,asian;bubble_tea,52.363901,4.910639
1635,Aguada,Netherlands,Amsterdam,Diversen,52.363758,4.910598
1636,Loetje,Netherlands,Amsterdam,steak_house,52.377503,4.900437
1637,Brasserie 't Siertje,Netherlands,Amsterdam,,52.355879,4.826484
1638,Boulevard Cafe,Netherlands,Amsterdam,international,52.368637,4.934465
1639,Cai & Cai,Netherlands,Amsterdam,asian;fusion;sushi;buffet,52.37132,4.9402
1640,Piccolino,Netherlands,Amsterdam,italian,52.363605,4.885273
1641,Royal Fook Long,Netherlands,Amsterdam,chinese;sushi,52.345322,4.810043
1642,63 Degrees Foodbar,Netherlands,Amsterdam,,52.352753,4.847996
1643,Glatt Kosjer,Netherlands,Amsterdam,jewish,52.351043,4.856551
1644,O-Cha,Netherlands,Amsterdam,thai,52.373991,4.90189
1645,lePita,Netherlands,Amsterdam,arab;deli;mediterranean,52.325718,4.87106
1646,Momo,Netherlands,Amsterdam,,52.361503,4.882586
1647,Cuisine of India,Netherlands,Amsterdam,indian,52.373872,4.902213
1648,Italia Oggi,Netherlands,Amsterdam,italian,52.37384,4.902258
1649,AM Sushi,Netherlands,Amsterdam,sushi,52.349774,4.9036
1650,Faa Thai,Netherlands,Amsterdam,thai,52.348241,4.860915
1651,Tokyo garden,Netherlands,Amsterdam,japanese,52.374158,4.826587
1652,Nossa Senhora,Netherlands,Amsterdam,,52.375492,4.90089
1653,Nel,Netherlands,Amsterdam,,52.362197,4.89663
1654,De Deli,Netherlands,Amsterdam,,52.367011,4.912006
1655,New Dutch,Netherlands,Amsterdam,,52.377898,4.885574
1656,Lalla Rookh,Netherlands,Amsterdam,surinamese,52.360674,4.928515
1657,R21,Netherlands,Amsterdam,,52.37158,4.907716
1658,Babel,Netherlands,Amsterdam,,52.375869,4.908151
1659,Plancius,Netherlands,Amsterdam,international,52.367835,4.912795
1660,Bloem,Netherlands,Amsterdam,,52.36885,4.914241
1661,van Kerkwijk,Netherlands,Amsterdam,,52.37154,4.893708
1662,Akitsu,Netherlands,Amsterdam,japanese,52.372219,4.875215
1663,d'Vijff Vlieghen,Netherlands,Amsterdam,dutch,52.369578,4.88864
1664,Oma,Netherlands,Amsterdam,,52.363059,4.885184
1665,1900,Netherlands,Amsterdam,,52.354827,4.933168
1666,De Pizzabakkers,Netherlands,Amsterdam,pizza,52.355343,4.937754
1667,Maria,Netherlands,Amsterdam,,52.37504,4.901114
1668,Little Thai Prince,Netherlands,Amsterdam,thai,52.375572,4.901033
1669,Brasserie Flo,Netherlands,Amsterdam,french,52.366329,4.898278
1670,Krua Thai,Netherlands,Amsterdam,thai,52.368158,4.898032
1671,Kosmos,Netherlands,Amsterdam,,52.381241,4.873449
1672,Toscana,Netherlands,Amsterdam,pizza,52.38412,4.884836
1673,a Volo!,Netherlands,Amsterdam,italian,52.384251,4.884547
1674,Café Nassau,Netherlands,Amsterdam,,52.382925,4.877188
1675,la zoccola,Netherlands,Amsterdam,pizza,52.38315,4.886491
1676,Namaskar,Netherlands,Amsterdam,indian,52.379689,4.893198
1677,Rangoli,Netherlands,Amsterdam,indian,52.379404,4.893726
